address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,voting_power,timestamp,author_ipfs_hash,reason
0x888B9201b7247D0f8ab9a1473b894bDFe3df6a6b,,,,,,,100,,7.247117674782882,1706091689,bafkreibcrcsc2wijtvkudaxfz5eisai2g7f5yj4jlkfdthompokyztyy6a,""
0x12478d1a60a910C9CbFFb90648766a2bDD5918f5,,,,,,,,1,36.47940715121474,1706092446,bafkreicrdsjjbggufej6vazkama4durxykyluozwpfejjuipnihfcwadea,""
0xC95f235896F5a82486Ab645596fC29b76e52900c,,,,,,,100,,4.917672096838972,1706095255,bafkreiexwan7o7zygm4zbebohn3aysnkt4vs72widp42nt6jst4qgxnr7y,""
0x29fF3B5Ad788477a460873dD1FCF78aE95cA565a,,,1,,,,,1,3.6479407151214738,1706108436,bafkreicj2ae3uprrd5ie6lhnlif7zzia5kgfx22cuxvlh5njhgkbqgplzy,""
0xc989Df5B623fa84E57e99eC9006283510Ea8C2eC,,,,,,,100,,39.12739529530338,1706109200,bafkreihagr6p6atzhcwlbinnkchgajezfzfmtqbi7teyspsaz2lcengpbm,""
0x7343D89A30C8768730B511B756bf1281c9250CDd,,,,,,,100,,6.0411923608301565,1706109374,bafkreib7sgjxbrt323bttsbt43vxc3mmdubfap2x6jgvl73zyx2ayyrvpm,""
0x1176F971277B12595AAB599d15EA80AFBb9CD711,,,,,,,100,,6.283301441474682,1706109494,bafkreifpjvyonmmtriqpqtae7lyrnxxxmkraoiu4sp7ne2aumeaebrzbsu,""
0xE37f3343b3f2b784589B677cfD6C9a166aAC2A19,,,,,,,100,,19.4612325868532,1706109537,bafkreigkmszh7mzrj37lymt4zzpnfnw54md3hdhhoab3rrvp2k6ykjn4xe,""
0x42b126099beDdCE8f5CcC06b4b39E8343e8F4260,,,,,,,100,,123.59617617436595,1706109604,bafkreifngeoipnn7eynnqrlrih2yf3umephltw6ffb5gu3to2wr25pmp2a,""
0x8Ff8aBa1C8bd3c607a650D15ff1E3662aac92B4B,,,,,,,100,,0.5288740945907331,1706111181,bafkreibzcslku223psxyws6enec52bnzpr4vkexkfsnbyviolr4xyn3acq,""
0x047064A07eAE3511751Eaa688C7BDa6EC494c99e,,3,1,3,1,5,4,1,43.81644910599994,1706113451,bafkreic6gnmk3gvyv2gdlppatqvijrqnxhffay642ylnpvvccinl3zv5ju,""
0x4d0bddEc656ED7C3b33AB581b6f14c9ab5C205d4,,0.2,,,,,,0.8,266.2996722038676,1706114504,bafkreidncv4k5eja2bu27twkfakmtcej22zul2slp3cdwhedq4yoqjfzyy,""
0xb8145A317275E2B20A78a7615e2fCbaEcC90Bf28,,2,3,5,,1,,1,1.7874909504095222,1706119566,bafkreibsfbkqkeycv4uegno2iyenwhs2l32htih7qdpfdjbdwtuktvz5ki,""
0x8482a0F31050416AD4344C98bcdb938e9cD3DEa2,,,,,,,1,1,29.466194019053532,1706134522,bafkreie7wrule7s2gfyvsobsrnpslabnwfaoulov5ajteumhssqvslbrqm,""
